outdegree
Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase,Importance
syscall_munmap,398,398,0,0.013999997463542968,0.8940000006987248,0.02392462307973952,0.050625999141576415,0.0,0.0,0.0,0.0
munmap,398,398,0,0.013999997463542968,0.8940000006987248,0.02392462307973952,0.050625999141576415,0.0,0.0,0.0,0.0
__brk,796,796,0,0.0009999967005569488,0.1809999994293321,0.03060804014715007,0.03005382397901524,0.0,0.0,0.0,0.0
__GI___libc_open,5,5,0,0.01300000076298602,0.06199999916134402,0.024399999529123306,0.021102132488114343,0.0,0.0,0.0,0.0
syscall_dup2,1,1,0,0.0019999970390927047,0.0019999970390927047,0.0,0.0,0.0,0.0,0.0,0.0
__dup2,1,1,0,0.0019999970390927047,0.0019999970390927047,0.0,0.0,0.0,0.0,0.0,0.0
__libc_start_main,385235,385222,13,0.0,71320.05199999912,0.3772896751337645,161.9224223723078,0.0,0.00020243965740981054,-0.00020243965740981054,0.0
__fxstat64,799,799,0,0.0009999967005569488,0.0380000019504223,0.0028410512924565,0.0026068191502970632,0.0,0.0,0.0,0.0
syscall_clone,798,58,740,0.0,414.15300000153366,20.560808270688756,16.31470481033243,0.0,0.0,0.0,0.0
__libc_fork,798,58,740,0.0,414.15300000153366,20.560808270688756,16.31470481033243,0.9273182957393483,0.9273182957393483,0.0,0.0
syscall_wait4,796,200,596,0.0,71320.05199999912,9953.744226130651,19684.300331509774,0.0,0.0,0.0,0.0
__GI___wait4,796,200,596,0.0,71320.05199999912,9953.744226130651,19684.300331509774,0.8993963782696177,0.8993963782696177,0.0,0.0
main,385234,385221,13,0.0,71320.05199999912,0.3772906493200463,161.92263253271395,0.0,3.374572337851799e-05,-3.374572337851799e-05,0.0
syscall_getppid,399,399,0,0.0010000003385357559,0.10800000018207356,0.005218045165141423,0.007314889780407922,0.0,0.0,0.0,0.0
__GI___getppid,399,399,0,0.0010000003385357559,0.10800000018207356,0.005218045165141423,0.007314889780407922,0.0,0.0,0.0,0.0
syscall_getpid,399,399,0,0.0010000003385357559,0.14399999781744555,0.0036265665678690212,0.00858732233035446,0.0,0.0,0.0,0.0
__getpid,399,399,0,0.0010000003385357559,0.14399999781744555,0.0036265665678690212,0.00858732233035446,0.0,0.0,0.0,0.0
__open64_nocancel,398,398,0,0.004999998054699972,0.3550000001268927,0.011288944788522265,0.021939335404313837,0.0,0.0,0.0,0.0
__read_nocancel,2,2,0,0.0020000006770715117,0.003999997716164216,0.002999999196617864,0.0014142114686954681,0.0,0.0,0.0,0.0
syscall_lseek,3,3,0,0.0010000003385357559,0.003999997716164216,0.00266666635676908,0.0015275241610303546,0.0,0.0,0.0,0.0
llseek@GLIBC_2.2.5,3,3,0,0.0010000003385357559,0.003999997716164216,0.00266666635676908,0.0015275241610303546,0.0,0.0,0.0,0.0
__close_nocancel,1192,1192,0,0.0009999967005569488,0.060999998822808266,0.0019144295251771225,0.0020985925109838956,0.0,0.0,0.0,0.0
factorial,1981,1388,593,0.0,70793.1349999999,3962.7370716810096,13308.848855013926,0.0,0.6811394440615668,-0.6811394440615668,0.0
syscall_execve,397,397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__GI___execve,397,397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_nl_find_locale,1191,1191,0,0.0009999967005569488,0.3550000001268927,0.005255247735116149,0.013466185647123725,0.0,0.0,0.0,0.0
setlocale,1191,1191,0,0.0009999967005569488,0.3550000001268927,0.005255247735116149,0.013466185647123725,0.0,0.0,0.0,0.0
__mmap,397,397,0,0.04199999966658652,0.15300000086426735,0.05812846348938821,0.014355026521386092,0.0,0.0,0.0,0.0
syscall_write,422,422,0,0.015000001440057531,5.127000000356929,0.16122037917334184,0.3111124187459682,0.0,0.0,0.0,0.0
__GI___libc_write,422,422,0,0.015000001440057531,5.127000000356929,0.16122037917334184,0.3111124187459682,0.0,0.0,0.0,0.0
syscall_exit_group,398,398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_exit,398,398,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syscall_newstat,399,399,0,0.0029999973776284605,0.07400000322377309,0.013513784367768537,0.0054338586197750826,0.0,0.0,0.0,0.0
__xstat64,399,399,0,0.0029999973776284605,0.07400000322377309,0.013513784367768537,0.0054338586197750826,0.0,0.0,0.0,0.0
findMin,1191,976,215,0.0,70793.1349999999,6342.951606213316,16554.985680941176,0.0,0.3058321479374111,-0.3058321479374111,0.0
subtract,1188,974,214,0.0,70793.1349999999,6357.7569436027425,16573.230343268195,0.0,0.18013468013468015,-0.18013468013468015,0.0
chain4,385214,385206,8,0.0,1440.110999999888,0.006583937759696013,2.3212785916282277,0.0,2.0767677187225803e-05,-2.0767677187225803e-05,0.0
chain1,385214,385206,8,0.0,1440.110999999888,0.006583937759696013,2.3212785916282277,0.0,2.0767677187225803e-05,-2.0767677187225803e-05,0.0
read,385206,385199,7,0.0,16.287000002193963,0.0028455008493124896,0.06740796987793445,3.634352942398102e-05,3.634352942398102e-05,0.0,0.0
__close,4,4,0,0.0020000006770715117,0.0030000010156072676,0.002499999936844688,0.0005773494144512241,0.0,0.0,0.0,0.0
chain7,184575,184567,8,0.0,1440.110999999888,0.011434538806673989,3.353431455794581,0.0,4.33428145740214e-05,-4.33428145740214e-05,0.0
chain9,3,2,1,0.0010000003385357559,1440.110999999888,480.0380000003012,831.4476074873298,0.0,0.3333333333333333,-0.3333333333333333,0.0
chain2,2,2,0,0.0029999973776284605,0.0030000010156072676,0.002999999196617864,2.572439484307497e-09,0.0,0.0,0.0,0.0
