Degree
Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase,Importance
syscall_lseek,3,3,0,0.0010000003385357559,0.0020000006770715117,0.0016666672308929265,0.0005773504646433355,0.0,0.0,0.0,0.0
llseek@GLIBC_2.2.5,3,3,0,0.0010000003385357559,0.0020000006770715117,0.0016666672308929265,0.0005773504646433355,0.0,0.0,0.0,0.0
__close_nocancel,331,331,0,0.0009999967005569488,0.015000001440057531,0.0014803625663124824,0.0011737306769897626,0.0,0.0,0.0,0.0
factorial,543,346,197,0.0,16990.295999999944,1372.0869152854482,3497.3617050985117,0.0,0.8199791883454735,-0.8199791883454735,0.0
syscall_execve,110,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__GI___execve,110,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_nl_find_locale,330,330,0,0.0009999967005569488,0.02300000051036477,0.0034333332499072917,0.0031570028193812776,0.0,0.0,0.0,0.0
setlocale,330,330,0,0.0009999967005569488,0.02300000051036477,0.0034333332499072917,0.0031570028193812776,0.0,0.0,0.0,0.0
__mmap,110,110,0,0.03999999898951501,0.08399999933317304,0.045209091000618755,0.0074883342088206675,0.0,0.0,0.0,0.0
syscall_write,119,119,0,0.0,2.201999999670079,0.15293277303361483,0.23176883324210015,0.0,0.0,0.0,0.0
__GI___libc_write,119,119,0,0.0,2.201999999670079,0.15293277303361483,0.23176883324210015,0.0,0.0,0.0,0.0
syscall_exit_group,111,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_exit,111,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syscall_newstat,111,111,0,0.0020000006770715117,0.05999999848427251,0.011243243149307615,0.006863892535388595,0.0,0.0,0.0,0.0
__xstat64,111,111,0,0.0020000006770715117,0.05999999848427251,0.011243243149307615,0.006863892535388595,0.0,0.0,0.0,0.0
findMin,327,234,93,0.0,16990.295999999944,2198.8594006116846,4313.036431259894,0.0,0.6652360515021459,-0.6652360515021459,0.0
subtract,324,232,92,0.0,16990.295999999944,2216.6840771605516,4328.848436393753,0.0,0.4423076923076923,-0.4423076923076923,0.0
chain4,599738,599736,2,0.0,16638.928000000305,0.030785481327007893,21.511616111127775,0.0,1.6673725210339044e-05,-1.6673725210339044e-05,0.0
chain1,599738,599736,2,0.0,16638.928000000305,0.030785481327007893,21.511616111127775,0.0,6.669556807950112e-06,-6.669556807950112e-06,0.0
read,599729,599729,0,0.0,4.5429999991029035,0.0016722603044020557,0.00898917173993447,0.0,0.0,0.0,0.0
chain7,599735,599734,1,0.0,821.3810000015656,0.003041830141811594,1.0606684927814,0.0,6.6695790495182895e-06,-6.6695790495182895e-06,0.0
chain9,399413,399412,1,0.0,821.3810000015656,0.0037725712474605787,1.2997130590292374,0.0,1.0014621347166863e-05,-1.0014621347166863e-05,0.0
__close,5,5,0,0.0010000003385357559,0.0020000006770715117,0.0017999998817685992,0.00044721334016212933,0.0,0.0,0.0,0.0
chain2,2,2,0,0.0010000003385357559,0.0020000006770715117,0.0015000005078036338,0.0007071070205674762,0.0,0.0,0.0,0.0
