Hub
Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase,Importance
__fxstat64,339,339,0,0.0009999967005569488,0.02600000152597204,0.0021681415435142407,0.0020535839815339304,0.0,0.0,0.0,0.0
syscall_clone,336,19,317,0.0,55.329999999230495,17.57428273802881,7.015499557975053,0.0,0.0,0.0,0.0
__libc_fork,336,19,317,0.0,55.329999999230495,17.57428273802881,7.015499557975053,0.0,0.0,0.0,0.0
syscall_wait4,335,15,320,0.0,26667.261000002327,6019.333725373025,7912.80609959256,0.0,0.0,0.0,0.0
__GI___wait4,335,15,320,0.0,26667.261000002327,6019.333725373025,7912.80609959256,0.3581053323473831,0.3581053323473831,0.0,0.0
main,600898,600889,9,0.0,26667.261000002327,0.2224425193626442,75.68035904421514,0.0,0.0,0.0,0.0
syscall_getppid,168,168,0,0.0010000003385357559,0.11500000255182385,0.005035714431349854,0.011968468190567613,0.0,0.0,0.0,0.0
__GI___getppid,168,168,0,0.0010000003385357559,0.11500000255182385,0.005035714431349854,0.011968468190567613,0.0,0.0,0.0,0.0
syscall_getpid,168,168,0,0.0010000003385357559,0.13799999942420982,0.0034523809950942883,0.010643268048416301,0.0,0.0,0.0,0.0
__getpid,168,168,0,0.0010000003385357559,0.13799999942420982,0.0034523809950942883,0.010643268048416301,0.0,0.0,0.0,0.0
__open64_nocancel,168,168,0,0.0040000013541430235,0.029999999242136255,0.007708333452596673,0.003625184830080266,0.0,0.0,0.0,0.0
__read_nocancel,2,2,0,0.0010000003385357559,0.0030000010156072676,0.0020000006770715117,0.0014142140411349524,0.0,0.0,0.0,0.0
syscall_lseek,3,3,0,0.0009999967005569488,0.0019999970390927047,0.0013333313593951364,0.0005773494144521792,0.0,0.0,0.0,0.0
llseek@GLIBC_2.2.5,3,3,0,0.0009999967005569488,0.0019999970390927047,0.0013333313593951364,0.0005773494144521792,0.0,0.0,0.0,0.0
__close_nocancel,502,502,0,0.0009999967005569488,0.06799999755457975,0.0017928287196849692,0.003766766598628084,0.0,0.0,0.0,0.0
factorial,828,512,316,0.0,26430.555999999342,2370.4544903381548,5715.149001282998,0.0,0.05433182111879624,-0.05433182111879624,0.0
syscall_execve,167,167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__GI___execve,167,167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_nl_find_locale,501,501,0,0.0009999967005569488,0.03400000059627928,0.0037465070126491773,0.0038953321527429537,0.0,0.0,0.0,0.0
setlocale,501,501,0,0.0009999967005569488,0.03400000059627928,0.0037465070126491773,0.0038953321527429537,0.0,0.0,0.0,0.0
__mmap,167,167,0,0.04199999966658652,0.17300000035902485,0.050898203592291545,0.017877978245363663,0.0,0.0,0.0,0.0
syscall_write,179,179,0,0.008999999408842996,1.1379999996279366,0.1261843575592941,0.16890541381713572,0.0,0.0,0.0,0.0
__GI___libc_write,179,179,0,0.008999999408842996,1.1379999996279366,0.1261843575592941,0.16890541381713572,0.0,0.0,0.0,0.0
syscall_exit_group,168,168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_exit,168,168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syscall_newstat,168,168,0,0.0030000010156072676,0.09200000204145908,0.011863095139796357,0.007108168363264273,0.0,0.0,0.0,0.0
__xstat64,168,168,0,0.0030000010156072676,0.09200000204145908,0.011863095139796357,0.007108168363264273,0.0,0.0,0.0,0.0
findMin,498,341,157,0.0,26430.555999999342,3814.9645823293054,6936.7307143670005,0.0,0.0,0.0,0.0
subtract,495,339,156,0.0,26430.555999999342,3836.224185858575,6952.274756534144,0.0,0.0008951625677963364,-0.0008951625677963364,0.0
chain4,600878,600876,2,0.0,25953.256000000692,0.046358979692997127,33.50211030854012,0.0,0.0,0.0,0.0
chain1,600878,600876,2,0.0,25953.256000000692,0.046358979692997127,33.50211030854012,0.0,4.4887795134580825e-08,-4.4887795134580825e-08,0.0
read,600869,600869,0,0.0,1.1120000017399434,0.0016333610154111923,0.004669316531097853,0.0,0.0,0.0,0.0
chain7,600875,600874,1,0.0,921.3869999985036,0.0031667701268439504,1.1886461658564205,0.0,9.23820958922952e-09,-9.23820958922952e-09,0.0
chain9,400251,400250,1,0.0,921.3869999985036,0.003924282512840273,1.4563872510619262,0.0,0.0,0.0,0.0
__close,5,5,0,0.0010000003385357559,0.0030000010156072676,0.0019999999494757503,0.0007071070205693479,0.0,0.0,0.0,0.0
chain2,2,2,0,0.0010000003385357559,0.0020000006770715117,0.0015000005078036338,0.0007071070205674762,0.0,0.0,0.0,0.0
